timestamp,satellite_id,battery_voltage,temperature,cpu_usage,signal_strength
2026-07-01 00:00:00,SAT-001,-0.5231547645571286,-0.36635894588091644,-1.0,-1.0
2026-07-01 00:01:00,SAT-001,-0.6888567733651252,-0.3941077801118832,-1.0,-1.0
2026-07-01 00:02:00,SAT-001,-0.5549927214644326,0.4036246025342055,-1.0,-1.0
2026-07-01 00:03:00,SAT-001,-0.531114342091048,-0.36275905932000696,-1.0,-1.0
2026-07-01 00:04:00,SAT-001,-0.5890014080212831,-0.3707464936807424,-1.0,-1.0
2026-07-01 00:05:00,SAT-001,-0.5557163804342351,-0.37811091689967036,-1.0,-1.0
2026-07-01 00:06:00,SAT-001,-0.7214182479508824,-0.3671704985515356,-1.0,-1.0
2026-07-01 00:07:00,SAT-001,-0.7561504521861862,1.0,-1.0,-1.0
2026-07-01 00:08:00,SAT-001,-0.2149058205730907,-0.29127058849989496,-1.0,-1.0
2026-07-01 00:09:00,SAT-001,-0.19319817084925273,1.0,0.9999999999999998,-1.0
2026-07-01 00:10:00,SAT-001,-0.2120115379222538,-0.3700335441714475,0.9999999999999998,-0.01902931082341608
2026-07-01 00:11:00,SAT-001,-0.20405203103400904,0.4036246025342055,0.9999999999999998,0.15428909700534943
2026-07-01 00:12:00,SAT-001,-0.17221414477237973,-0.33706243948409753,0.9999999999999998,0.24040391074375433
2026-07-01 00:13:00,SAT-001,-0.7199711066254637,-0.2963764429598228,0.9999999999999998,0.3261625792137903
2026-07-01 00:14:00,SAT-001,-0.8364688621328993,-0.1654087292857716,0.9999999999999998,0.4115701155184328
2026-07-01 00:15:00,SAT-001,-0.6946453739896365,-0.2879554023648645,0.9999999999999998,0.49663147433364996
2026-07-01 00:16:00,SAT-001,-0.7329955904912544,0.4036246025342055,0.9999999999999998,0.49663147433364996
2026-07-01 00:17:00,SAT-001,-0.7322720374899641,-0.34724412433440244,0.9999999999999998,0.5813515519084214
2026-07-01 00:18:00,SAT-001,-0.7489146042677439,-0.3422248474968297,0.9999999999999998,0.5813515519084214
2026-07-01 00:19:00,SAT-001,-0.7539797578594771,-0.3103583301024543,0.9999999999999998,0.6657351860647229
2026-07-01 00:20:00,SAT-001,-0.7438494506760112,-0.39173470389502607,0.9999999999999998,0.6657351860647229
2026-07-01 00:21:00,SAT-001,-0.7416787210264646,0.4036246025342055,0.9999999999999998,0.7497871561975455
2026-07-01 00:22:00,SAT-001,-0.7322720374899641,-0.38723365526891906,-1.0,0.24040391074375433
2026-07-01 00:23:00,SAT-001,-0.7083935874709049,-0.3492021714996313,-1.0,-0.10624322325470148
2026-07-01 00:24:00,SAT-001,-0.8422575687259228,-0.18030015069269917,-1.0,-0.281806699205851
2026-07-01 00:25:00,SAT-001,-0.47395072319359155,-0.37895706570130916,-1.0,-0.37016693162861625
2026-07-01 00:26:00,SAT-001,-0.5115773866939191,0.4036246025342055,-1.0,-0.37016693162861625
2026-07-01 00:27:00,SAT-001,-0.5441388259568387,-0.37755090590410756,-1.0,-0.45892003699643746
2026-07-01 00:28:00,SAT-001,-0.5463096262520599,-0.3633598484915376,-1.0,-0.45892003699643746
2026-07-01 00:29:00,SAT-001,-0.49999990286219687,0.4036246025342055,-1.0,-0.45892003699643746
2026-07-01 00:30:00,SAT-001,-0.5463096968977346,-0.3030501386397325,-1.0,-0.5480714958282547
2026-07-01 00:31:00,SAT-001,-0.9565846299066489,0.02831536455580863,-1.0,-0.5480714958282547
2026-07-01 00:32:00,SAT-001,-0.46816208724624264,1.0,-1.0,-0.5480714958282547
2026-07-01 00:33:00,SAT-001,-0.42981194139029943,-0.3404494474132054,-1.0,-0.5480714958282547
2026-07-01 00:34:00,SAT-001,0.11143261957712092,-0.3819052866942424,-1.0,-0.5480714958282547
2026-07-01 00:35:00,SAT-001,0.08393633390593447,1.0,-1.0,-0.6376268470700057
2026-07-01 00:36:00,SAT-001,0.22648333972765045,-0.39084959954199416,-1.0,-0.6376268470700057
2026-07-01 00:37:00,SAT-001,0.241678659211499,1.0,-1.0,-0.6376268470700057
2026-07-01 00:38:00,SAT-001,0.23371915232325424,0.4036246025342055,-1.0,-0.6376268470700057
